Rating,Date,Review
1.0 , 13 June 2016,"Badly disappointed ..!Poor PackagingPoor HeadphonesI ordered the same model butThe headphone socket is not working properly.. Right side is not working (no sound come out) but the same headphones are working properly on other Music Player And Mobile phone."
1.0 , 11 June 2016,"Very poor Battery. A useless product from Motorola.  5000mA/Hr battery is required for this phone."
5.0 , 13 June 2016,"Motog4plus is a very good set .extremly satisfied.no issu at all. Value for money. 100% flawless."
5.0 , 1 June 2016,"Great Phone with super fast speed.  Camera quality amazing. Superb features for the price we pay."
5.0 , 1 June 2016,"Excellent phone in this budget range. Best in class camera. It has some heating issues but that is normal. Battery is enough to last for a whole day after full charge. The battery can be charged fully within 2hrs from 5% to 100% using turbo charger. Overall a very good phone"
4.0 , 25 May 2016,"Hi there,I ordered this awesome moto g4 plus 3gb/32gb variant on 18th may 2016, it got delivered on 20 may 16, very quick delivery, thanks to amazon. and my feedback on this 4th gen device.I w'd say, its a very good handset for this price range, am using this device for almost 6 daysPros :+ Pure stock OS and very good 1080 x 1920 (401 PPI) IPS LCD Display.+ Amazing camera with good in low light photography in this segment ( Inside :  Laser AF, PFAF, Omnivision built and has deep trench pixels )+ Comes with turbo charger, charges really fast. ( good built quality charger - 25W )+ A good finger print sensor works pretty well, can add up to 5 finger prints+ Moto Active Display, Really helpful, i feel lik advanced experience in lockscreen notification and control.+ A hidden notification light right side of the finger print sensor.+ Has OTG Support.( Works very well ).Cons:+ the device will turn a bit warmer,  after 10-20 min of game play or using camera, (Its k am not that worried abt tat)+ very normal back cover built and in quality.+ No NFC, No Compass.you will not get dissappointed, get it ,enjoy the purest os and a very good camera."
2.0 , 9 June 2016,"battery life is very poor and it is heating so much when data is on. not so good as expected..."
5.0 , 31 May 2016,"Well, I'll keep it as short as possible. I'll only pick up some important feature this phone offers.Firstly , the build quality is top notch. Although plastic takes up a lion's share in terms of material used.. the durability is good enough. With a metallic mix into this on the edges , the phone has an excellent design.Then, I'll jump to performance.The 3 GB RAM variant is an extremely fast phone. Multi-tasking seems to be good and running games (even the high graphic ones) seem to be buttery smooth. My phone is two days old now, and did not have any heating issues whatsoever, although i have been playing games like MC5, Fifa 16 and Nova 3. I'd really say the heating issue has been way too hyped , and the device runs high end games to perfection as of now. I faced a slight heating issue on Redmi Note 3 where that phone produced sidnificant lags while playing Nova 3. Overall , the gaming experience has been smooth.The camera..Well, this is probably the best thing happened to this phone. Although i am not very fond of cameras on mobile devices, this phone has impressed me every bit . To point out a weakness if i had to, I'd say the camera does not impress that much in low light situations. Apart from this it is of top notch.Fingerprint Sensor..Trust me, this phone has an astonishingly quick sensor. There has not been any detection problem and it detects the fingerprint fron any direction. Although, i don't really like the placement of the fingerprint sensor , as one will constantly mess it up with a home screen button. But, it takes a day to get used to it. So don't worry about it. It's fast, it's reliable.Battery..3000 mah battery , lasts for like 30 hours with normal usage. I have been stuck to games since  the start, and still the battery managed to last around 16 hours , which is pretty descent.Overall experience..The phone handles multitasking with ease, and thats pretty much everything i asked for from a mid range device. The battery isn't the best comparing other phones which offer bigger batteries at this price range, but the smooth performance of this phone makes up for it. The phone faces a stiff competition with the likes of Redmi note 3 and Lenovo ZUK Z1 into the mix, but still if i had to go for one of them, i would pick the moto any time of the day.PS- Thanks to Amazon. Quick delivery, never disappoints. Keep it up."
4.0 , 30 May 2016,"Close your eyes and just buy☺☺☺☺☺"
5.0 , 2 June 2016,"Using since 1 week. First of all about the heating issues, I have not faced any serious heating issues, Yes mobile gets warm while charging as it charges the Cellphone very fast around 90-100 mins. I have played Nova 3 for around 30-40 mins and there was no heating. My wifi remains Active for whole day and while using normally like Videos, Music, and normal applications the phones does not heat up.I am using both the sims one on 3G and other on 2G and battery last up-to one day . Overall Gaming performance is good, but on Asphalt 8 on high settings cellphone hot little warm but that is well understood and is avoidable.Best part is Camera and turbo charging. Only thing I did not life is Volume Rocker button is to tactile and feels cheap. Fingerprint works flawlessly."
5.0 , 28 May 2016,"First I have to say that the delivery time is just excellent. Got the delivery within 3 days &amp; the handset is just great within this price range and the performance is awesome . Yes, it does tend to get a little hot but that is no problem for me. It can run heavy games without any lags and got an OTA update within 1 day of usage &amp; this is the perks for using stock android. About the packaging which is good but not great because there was no bubble wrappings. I am giving this 5 out of 5 stars because the delivery time and the product quality is excellent even though there was no bubble wrappings. Finally it would be great if it was packed with an Adreno 510 GPU which I was expecting. But none the less go for it, you will not regret it.I am in love with this device."
5.0 , 30 May 2016,"Wowwwwwwwwwwwwww......Lenovo Moto nailed it and how!!!How come you provide this product at Rs. 15k when Apple is selling phones at 70-80k!!!This is insane!!!!So fast!!!Music quality...just wowwww!!!battery back up...for a heavy user like me.... net on full day... whole day whatsapp and FB...still lasting for 30-35 hours!!!No heating issue faced till date...It charges so fast too!!!And camera... you must be kidding me!!!! Awestruck camera quality...Finger print sensor is zeepy fast... with the blink of an eye...Screen is razor sharp and design looks damn premium... I need to convince people that this mobile actually costs me 15k...Good job Lenovo...Great job Motorola Mobility Team...Cheers!!!<a class="a-link-normal" href="/Moto-G-Plus-4th-Gen-Black-32-GB/dp/B01DDP7GZK">Moto G Plus, 4th Gen (Black, 32 GB)</a>"
5.0 , 31 May 2016,"Man dont listen to those overheating issues n all.. juat grab this phone.. this phone is a steal at 14999.. moto has already given a update which is almost 157 mb and this update will fix the heating issue after that there will no heating during using this phone. Screen quality is great.. battry backup is good.. camera is the usp of this phone.. finger print sensor is working great and unlocks the phone as fast as iphone's touch id or any other flagships touch sensor.. this phone is one of the or i can say that the best phone under 25k. Just go for it guys.. some of the people complaning about the loose volumn and power buttons but i didnt found those buttons  loose at all, they are perfect.. this time moto will again gonna win the battle of under 15k phones and it will easily going to out sell the other budget smartphones. Dont think twice guys just go for it."
2.0 , 3 June 2016,"The only drawback I find is that it gets really heated up during charging or otherwise too..."
4.0 , 14 June 2016,"Very good mobile for the price range. Pros are sleek look design and display cons are the battery which is too less for a 5.5 inch screen though fast charging is provided. Need at least 4000 mah battery and gets some time heat over continuous and large usage of CPU."
5.0 , 26 May 2016,"Close your eyes and buy it. Its awesome phone. It was quoted in Indiatoday site that this phone competes I-Phone 6S camera and yes It does compete. Its above average camera. Good battery backup. Touch is too much responsive. Fingerprint is again awesome but I would have preferred it at back. Its faster then Redmi Note 3. Best thing is that whenever there is a new android rolled in the market, Moto G4 Plus buyers will surely get an update of  it. Get ready for Android N and Android O. Looks are not that good but still its ok. Turbo charging is awesome. It supports OTG. No splashproof or waterproof so get rid that thinking before you buy it. Battery back up is ok. It lasts till 1 day at an average use. It heats up a bit but not at that great extend like some of them have reviewed here. My suggestion is you should go for it."
4.0 , 8 June 2016,"Before getting this phone I read a lot of reviews ..amazon customer reviews ..I was a little apprehensive. But guys..this phone is value for money!!So here are my findings :Pros: 1. Camera is great !!  I compared it myself with iPhone6S and believe me it is indeed better.Low light performance is ok.2.  It is working smooth as of now. No lagging.. no hanging issues.3. Fingerprint Sensor is just awesome!4. Gesture controls are soo cool. One shake and the flash light turns on.5. FM can be played on speaker. No headphones required. Cons:1. Battery charge lasts 9hrs2. Heats up while charging. Although doesn't heat up on normal use.3. Could not find option to create folders on main screen."
4.0 , 14 June 2016,"Cons.1. Normal uses just heats the phone up.2. Battery seems to be draining faster.3. Dolby not supported - hoping it will be supported in the nest update.4. No led light activated.Pros.1. Turbo charging and all others are good"
4.0 , 1 June 2016,"For Amazon 1/5But phone rocksGo 4 itJust Best phoneHeating only while charging and cools in jst 2 minNo lacksGood experienceGood cameraBut Amazon delivery very slow and also packaging is worst seems no care of product"
4.0 , 31 May 2016,"Plus is Impressive specifications and battery, wish my iPhone had a battery like this. Minus is absence of screen customisation for the large screen and no other use for finger print reader other than finger print reading. UI is usual moto which is slightly boring."
5.0 , 1 June 2016,"This is the best phone under 25000 rupees. All the Xaomi and One Plus in the market can try their best but still cant match the quality and accuracy of the product.High points: 1. Camera quality  2. Lag free smooth performance  3. Call quality  4. Screen brightness and colour reproduction.  5. Quality of the finger-print sensor, it is fast and accurate.All the concerns on heating while gaming  and charging are baseless. We should remember this is a phone , neither a xbox console nor a professional camera. So we should not overdo of gaming and photographing. Even if we do , it is not malfunctioning only heating mildly. We should be able to live with it. Even my iphone 6s plus heats up on continuous gaming and photography."
5.0 , 1 June 2016,"Pros:Classy phone with gr8 looks, sleek to handle, vibrant in display, silky in touch, booster in hardware, fantastic in picture quality... thumps to motog4plus, would highly recommend.Cons:I found that phone gets heated only while charging."
5.0 , 1 June 2016,"this phone is really good.for any query- [...][...]1-fingerprint sensor is very very fast.2-25 gb available space3-front firing speakers4-  it will become hot when battery charges from 78 to 88% after 88 % it cools down to the hundred percent5- it is true that phone is very little little warm while using but it doesn't matter because Moto has given us the best camera you ever had in the price of 150006-Using moto g4 plus for 2 days and played a games like ashpalt Nova 3 mortal combat 5 and xPhone doesn't get heatup.It was only warm. Just like when you play games on pc.As the temp in India is very high.that's why it gets little bit heatup sometimes7- charges the full phone in 1 hr 40 min from 10 percent"
4.0 , 11 June 2016,"Let me start with drawback as there are only few.....Cons:1.Charges very fast but with a little bit of heat while its getting charged2.Another drawback is that  battery goes to10% hours3.Moto camera could have been better.4.missing Gallery unlike in another Android phones but compensated with Google photosPros:1.Touch is what am extremely happy about.... feather touch2.Finger print sensor3.Quickly can glimpse through notification without opening the lock4.Very decent UI. Not much apps installed only basic ones5.speakers....coming to that it has a very good speakers sound quality coming out from it is superb with bass effectGot more reviews will tell soon here"
5.0 , 30 May 2016,"The phone s pretty good.Its easy to use and feel classy!! Its absolutely value for money"
3.0 , 29 May 2016,"The phone certainly feels good to hold but the heating problem will get to your nerves .You get nervous about using it with many accidents about phone blast no longer being a rare thing. It's been a week yet and will notify about the problems later ."
4.0 , 29 May 2016,"The phone is very good from holding perspective. light in weight, sleek.It does have heats up during turbo charging. It has worked smoothly as till now.Camera is as good as claimed. one of the best i can say in 16 mp segment. front camera is also very good.Coz of only single speaker it does not have a very powerful volume output in speaker mode but music quality in headphones is very good.No problems of signal and good high voice volume in calling, which is a problem in many phones as they have very low calling voice volume.But the earphones provided by Moto in the box is not up to the mark.Overall i did like this phone which is a very cost effective and worth the money.."
5.0 , 8 June 2016,"Best product in the given price band it have every thing you want in a smart phone and that to with at par on quality with most expensive phonesFor camera 9/10For front camera 9/10For touch 10/10For speed 10/10Overall 10/10"
1.0 , 7 June 2016,"worst piece display damaged"
5.0 , 1 June 2016,"As soon as I opened the box and took the phone in my hand I thought the battery must be kept in the box but then I realised that the phone was actually this light, just like this the phone has surprised me all the day like+ve onesThe phone is a beautyThe charger is military gradeThe camera shutter speed is mind blowingThe finger print scanner is too fast and accurateThe touch is awesomeThe display Is breathtaking-ve onesHeadphones are like m- for micromax:-P I.e. cheeaaaapFront camera is okayish but if you have shaky hands then u will be in deep troubleAnd yes the heating is there but it's definetly not an issue"
2.0 , 14 June 2016,"It has been two days since i am using it. Following things i want to make aware to people before they go for it to purchase.1. All there music lover, its a pathetic product. The sound quality in earphone given with box is very bad, also as well as with other earphone or headphone.2. I found that in my device the earphone slot is not compatible with standard earphone plugs. For making earphone to work i has too argest the plug to little outside. Means earphone never works at first time, it will work only after few more attempts. Which is really bad process. For such a hipped phone.3. The plug of earphone is way too much outside to plugin. Really bad design.I am thinking for a replacement."
5.0 , 29 May 2016,"It reached within time and the packaging was good from the seller.If we talk about the phone, its "Amazing" in this price category.The camera functions, specially the professional mode is exceptional. And the "laser autofocus" is a outstanding addition to the camera of this price-range phone. Fingerprint sensor is working quite smoothly. I have tried a few high end games like Asphalt 8, Real Racing 3, all are running without any lag. The fast charging adopter is my favorite thing, it helps the phone to be alive for atleast 4 hours in just 10 mins.Matt finished back is really cool and feels good while using... over-all its a cheap and best deal moto and Lenovo is offering together."
5.0 , 5 June 2016,"Best phone for its price..only thing that is missing is magnetic campus .....liked it"
5.0 , 10 June 2016,"After all the negative vibe about this i insisted to buy this phone kos i trust in motorola as i am using moto G 1 for more than 3 years! wateva the issues are before we getting to knw about it moto sorts it out! so u guys who spread the romours about the heating issue. moto has gave us 2 SYSTEM UPDATEs . TRUST ME GUYZ GO FOR IT! ITS WORTH! DONT EVEN DARE TO COMPARE TO THE CHINESE BRANDS ZUK,MI OR ANY IN THE MARKET! THIS ONE IS PURE ANDROID WITH GUARANTEED UPGRADES. CAMERA AND PHONE IS SO LIGHT! JUST USE IT AND PLEASE STOP THE NEGATIVE REVIEWS KOS AM CURRENTLY USING IT."
5.0 , 11 June 2016,"Awwesome !!!!Pros:Smooth UIHigh end performanceFinger print sensorCameraFast chargingCons:Design (similar to galaxy S3)Battery is decent for modrate useJust Go for it !!"
3.0 , 6 June 2016,"I was already a user of Moto G2 and hence decided to buy this phone instead of going for other brands in Market.For the first few days infact a week the phone was all good in usage.Suddenly I observed I am not able to hear voice while making calls or receiving the calls. At first I thought its the IDEA network giving issue but then there was no breaking of voice its total mute from both sides. It only gets resolved when I restart the phone.Phone gets heated up while Charging also and not sure as I dnt use it extensively for any other activity for longer time.Camera is good but the pictures are not so fine in quality.Touch is good and smooth and handset is light weight."
4.0 , 31 May 2016,"Simple review.ProsFast for everyday use. No lagDecent camera professional mode is greatGood storage and ram no lag.Fingerprint sensor accurate if you register your finger the right way.Great battery life for a phone of this sizeWonderful displayTurbocharging is a life saverConsCamera needs OIS it's sensitive to shakingComing from a 5" screen one handed use is hardKeyboard sucks. Get a custom keyboard from play storeMinimum brightness too bright for night reading.Otherwise all fine.No over heating the heat produced is totally normal during turbocharging and useage if you feel it's too hot reduce the brightness."
5.0 , 12 June 2016,"MOTO G4 MOBILE WHITE 32 GB....this mobile is very comfortable and nice, slim,....rear cam... laser focus so good and BUT  battery charging time heat, totally mobile is soo good with my experience i got this mobile 5 days back.....thanks 2 amazon"
5.0 , 10 June 2016,"Awesome camera quality both front &amp; rear sound quality is good slightly heating when use Internet finger print sensor works accurately also fast best go for moto g4 plus excellent mobile with specifications compared to lenovo k4 note redmi note3"
4.0 , 7 June 2016,"Been using 3gb version for over a fortnight , excellent in everything , fast, responsive, with excellent cameras. Just lags on battery , especially if you are into too much gaming. But not much of an issue. Else an no one beats it at this price."
3.0 , 13 June 2016,"I am using it for 1 week every thing is ok but the phone gets heated with normal use"
5.0 , 8 June 2016,"Moto g4 plus ko me 5 din SE use kr rha hu......dosto koi bhi comment pe bharosa Mt rakho.......moto ko pata hai ki customer ko kya chahiye....1 no mobile hai or camera Samsung j7 SE kahi guna achha hai....."
4.0 , 4 June 2016,"Moto 4 is one of the best phone in android camera is very good like I 6 phone camera looking wise great....lakin ek kami h phone m gallery ni h  photo or video k liy is ly 4 star de rha hu ....I love moto iska koi mukabla ni h I love that....."
5.0 , 8 June 2016,"very nice phone must recommend , excellent performance, good battery backup, camera"
5.0 , 3 June 2016,"This phone is just the best..//!!The fingerprint is just working fine.LOVE the camera features.It might not support games with high graphics but it is just doing great with games like modern combat ,assassins creed......etc."
3.0 , 30 May 2016,"I ordered the phone (3GB RAM version) the moment the sale was opened on 18th May. But the delivery was little delayed.  I have been using this phone for the past 5 days. Display is nice. Camera app hangs sometimes if you navigate fast through the camera menu, Images are good when the light is good. Phone hangs if the temperature increases. The temperature goes up to 50 degree Celsius while charging. Turbo charger is slightly faster than 1.5A output charger.  Finger print works fine. There is no music player other than Google play music which doesn't feature folder menu. I would recommend to download Pi Music player from play store. The app is too good. On the whole, it is a decent phone."
4.0 , 29 May 2016,"Frustrated over the flash sale on redmi note 3 i bought this mobile. Greatmobile for the price. It doesn't look so premium but has its positive side in the stock android experience and for the googles updates on the os. Its light weight and slim, good battery life, no lags or whatsoever. No complaints over the camera...touch is very smooth and fast.Turbo charger charges the mobile very fast. But gets hot while playing games or using some apps and while charging. Other than that its a great mobile. Finger print sensor works flawlessly. You can definitely buy it but keep in mind the heating issue...perhaps it will be reduced over the future updates👍👍👍"
5.0 , 2 June 2016,"Amazing Phone.. Camera is awesome. Lightweight and delivers the performance expected out of the configuration. Slight heating problem while multiple applications are running. Overall worth the price. A better option than micromax or kaarbon."
1.0 , 14 June 2016,"There are alot of heating issues with the phone I would recommend you to wait until they are resolved before buying the phone.With 10 mins. Of use of camera the phones temperature reaches 50% around and the same goes for charging too."
4.0 , 14 June 2016,"Styling, smooth touch, brightLoving it after3weeks of use. Excellent picture qualoty , both cameras.Music quality average but clear.Light hitting issue which is obvious due to 3gb ram n snapdragon 617.Sometimes lags."
5.0 , 8 June 2016,"Excellent. Excellent camera, user interface. And fingerprint scanner is very fast."
5.0 , 25 May 2016,"Impressed!! A great camera!!"
3.0 , 11 June 2016,"I received my new moto g4 plus day before yesterday. I used WhatsApp for an hour and the phone overheated like a fireball. Features are great. The only problem with this is on using it for long hours ,may it be call or text,  it overheats."
4.0 , 6 June 2016,"i'm writing this review after 1 week of usage.the basic pros are:good displayreally good sound qualitycamera has been immensely improvedfingerprint sensor works crispoverall a satisfying purchaseonly con i found was that it really heated up a lot while gaming. but then again,heating and snapdragon go hand in hand.my only personal concern is that the power button and volume buttons on my one are quite wobbly.i hope this is just a design flaw on the moto and not defect on mine. if anyone else is having same issue with the wobbly buttons then please do reply as i'm really concerned about it."
3.0 , 5 June 2016,"Phone has good features. Battery charging speed is good. It got heatup while using the app .while charging it may heatup due to high speed charging but while using it should not be get heatup.....that is the only disadvantage I felt....."
5.0 , 14 June 2016,"Awesome...the phone is too good..regarding looks..functions..and everything..moreover amazon service is too good and appreciable..recieved the product 2 days before the expected date..using the phone since 2 weeks..and its working good."
4.0 , 28 May 2016,"I have used this device for couple of days and as usual to moto devices this one seems pretty good. Enjoyed naked android,camera is good only thing I found is poor quality of material used in phone. Battery is good and so is the camera."
5.0 , 25 May 2016,"Excellent product... Everything is fine....in 15k..great screen resolution... RAM is good camera is too good.. Display looks stunning volume is average...looks like Apple phone if u buy white color touch is osm...finger lock is quick..."
4.0 , 25 May 2016,"I bought on 19 may and got on 25 may , after using it 2-3 days i was satisfied with the moto g4 plus .Bt bt after more 2-3 days i faced prblm related to it likeCharger was not working properlyOnce it was also not vharging too.Camera was lagging smtymOverheating issue can b tolerate smtym bt it was more than thatBattery bacup also run reduces in these daysSo finally i go for refund bt amzon is not providing refund they r jst replacing my mobileSo i requst all of those who r facing prblm that go for replacement as soon as possible bcoz they replce it within 10 days onlyWhereas in flipkart we get 30 days replacement, which is good ."
3.0 , 8 June 2016,"Everything is about the Phone is good except heating issues. I have updated the software  but then also heating issues remain same. Device gets heated up very quickly at time of charging, at time of Mobile data usage and playing games."
5.0 , 3 June 2016,"THIS A PRETTY GOOD PHONE IN CAMERA IN  16 MP..EXCELLENT PERFORMANCE IN PHONE SPEED ..GOOD FINGER PRINT SENSOR.AS WELL ANDROID IS TOO GOOD MARSHMALLOW..NO LAG IN HEAVY MULTITASKING..SO OVERALL THIS IS BEST BUDGET PHONE AT THIS RATE....."
4.0 , 31 May 2016,"Initial impressions are great, but out speaker volume low, and good in earphones"
5.0 , 28 May 2016,"The fone is awesome. been using for 2 days. Battery backup is good, turbo charger is really fast. Cam is awesome. Games like nova3 worKS flawless. Heats up a bit but not much. No cons found yet. For 15k u can't ask for anything more.."
5.0 , 24 May 2016,"This is a absolutely gorgeous phone. Stock android experience is buttery smooth. Nothing compare next to stock experience.Camera is a beast. Image quality is stunning. See the image attached. It will replace point and shoot camera.Battery will happily run one day with moderate gaming.Snapdragon 617 is more than enough.Phone deserves five star.Only limitation is if you game longer phone does warm a bit. But so any other smartphone.No competition in this price bracket; camera literally will out compete flagships. It does misses out on OIS. But that's not a big deal."
5.0 , 30 May 2016,"got moto g4 plus on 28th may...absolute beauty.....i am not a heavy user so this phone is perfect for me...fingerprint sensor works flawlessly....turbo charging is great...bt the ph gets warm during charging which i think is normal.....coming to the camera.....its awsm....specially in low light conditions....bt it does not have ois ...so steady hands needed while taking pics.as i said before i am not a heavy user so did not notice any overheating issues...bt it tends to get warm if u use camera for a long time......overall i would say this ph is great if you are a casual user....bt if you are a heavy user i think this ph is not fr u.......thank you"
4.0 , 27 May 2016,"Love to brought my new phone from Amazon. 1st time I brought any electronics online. But I don't like courier company services.. It's 3rd class service provided to customer.. If possible so change your courier company in bhuj-kutch.."
2.0 , 13 June 2016,"Features are good...one of the main disadvantage is heating issue...its heating to a high level...i don't know  its specific to my pieceam not addicted to any mobile games..and am not using any games in this phone...even if am not using games it heats to 40 degree or above...it will start heating when i start using it..also battery draining quickly..I got replacement for my first moto g4 plus, bcz of the high heating issue...i got a new one..,but unlucky it also have the same heating issue..Since am not able to use(Even normal use) the phone, going to return the item...Thanks for the great service provided by amazon and the seller..."
5.0 , 1 June 2016,"Hey this mobile was delivered on time by amazon as i had booked it before it was in stock.The moto g4 plus is is perhaps the best amongst the other mobile in this category and even has more powerfull features then the other smart phones around and the price is really very affordable with powerfull processor and unique features. The mobile gets full marks when it comes to camera both rear and front camera and with unique feature such as power chargimg it really charges mobile in 15 minutes as promised by Motorola. i would suggest people for buying this mobile without any hesitation and remember it is 4g mobile so everyone should go for it who wants to upgrade from 3g mobile."
4.0 , 1 June 2016,"Hello.received on31st may.pakage from apptronics retail was bad.moto paking was worst..phone was too loose in box and have little scratches on edges..box contents earphones just useful to take calls nd package was bad.Now about phone...Design  and looks and fit  five star.Camera 5*.Display 5.Fingerprint 5.unlocks in flash.Sowtware pure google..5*.Charges device in 1 nd half hour.Speaker was good enough for calls and entertainment.I dnt find an option to move r coppy itens from sd card to phone nd reverse.No heating issues till now..Overall i dnt find any bug ..for 15 k it was worthy than others..Just 1.1 gb ram free with minimum apps.Camera average and good at nyte..Glass getting scratches too easily..No heating and charges in 1 n half hour..Battety was good.Phone was not fast..with no internal memory use..Fingerprint sensor dnt recognises some time..So -1 star.."
1.0 , 28 May 2016,"There is problem with touch sometime touch stop working and simetime with touching screen it takes continuous multi-touch"
3.0 , 23 May 2016,"It has been 4 day i am using this device and i am facing overheating issues.It heats up in following conditions:1. 5-10 minutes 3g data access2. 2-3 minutes of camera usage and once mobile gets warm, camera app doesn't work properly3. 2-3 minutes while playing game. I have played heavy and light both kind of games in this mobile and in both conditions it gets warm.Even though its a great looking smartphone with great config, but this heating issue makes it worse.Attached a snapshot which shows temperature of mobile after playing 10 mins of subway surfer game."
4.0 , 31 May 2016,"Used it for two weeks, phone is worth every buck. But too much of space taken by the OS (marshmallow ). Apps also take more space in this OS compared to 5.x. Suggest to go for a 32GB model if you shoot lot of pictures and videos."
5.0 , 8 June 2016,"Awesome. underclock the cpu using AnTuTu CPU Master to resolve heating issues"
4.0 , 12 June 2016,"Everything was good and perfect but I m facing a problem with 3.5mm jack and it was not working properly with any headphones. Problem is with the handset and It was a manufacturer defect. So I hope for the new replacement asap."
5.0 , 1 June 2016,"awesome service.keep it up"
5.0 , 1 June 2016,"Really Very nice Product !! 16 MP Camera &amp; 3 GB Ram with Water resistance !! Very good value for money and full Charging with in 1.5 hours is very awesome feature of this phone !! i highly recommend to peoples to purchase this"
5.0 , 1 June 2016,"This phone is too good. There is no heating problem while charging. It's just warms up while playing games and Internet surfing. Battery is awesome and camera is mind blowing. Do not believe any negative reviews on this phone."
4.0 , 24 May 2016,"Using the phone from last 5days 16GB version.PostivesDescent performanceNo over heating on regular use.i have not played heavy duty apps or movies or games.Excellent camera with descent low light image quality.faster focus and no shutter lag.and good camera interface.NegativesBattery life seems average.A full charge last for 12 to 15 hrs .with 4g data oN.ConclusionA very good VFM production from Moto.People who are looking for good camera phone under 18K,this is the best available option."
5.0 , 24 May 2016,"ordered it on 18th and it got delivered the next day...packaging was good...was undecided between redmi note 3 and moto g4 plus and I decided to wait it out for moto...and the wait was worth it...PROS:smooth lag free functioningstock android experience of moto with no separate bloated UIfinger print sensor is very receptive and quickpicture qualities are very good...even in low light conditionsbattery life is pretty decentCONS:slight heating problem when on mobile data for long timeheadphones are not that great"
5.0 , 26 May 2016,"After 5 days of usage..moto G4 plus is best in class.smooth touch.excellent display.battery backup is good not best.heats in charging little bit...USP of mobile is camera and display best in this prize segment.. .go for it"
1.0 , 23 May 2016,"Battery Backup is really very bad. After full charge the battery runs for maximum 7 hours. I would like to know if this is a defected product or the phone has this issue with every piece. Amazon could you help me with this?"
4.0 , 8 June 2016,"Awesome product except the heating issue. I got an update of 170 Mb and installed it. But heating issue is not yet resolved. Its normal in all mobile phones but in this the issue is bit noticeable than other ones that i have used.Apart from this.Camera, Display quality, Finger print sensor, Processor are superb in this price range.I have noticed a bit lag in file transfer rate via Bluetooth when i paired with HTC 816. WiFi file transfer is ok.Some of the media types are not playing or lagging even in MxPlayer as well as in VLC. (Videos downloaded from Youtube *.MKV files). I think those are hardware not support formats."
3.0 , 1 June 2016,"The phone works well, gaming is smooth, camera is way better than previous generation, display is also very good, pretty good in outdoors. The only problem I'm facing is, the phone misbehaves while charging and heats up, heating up is fine as its charged with turbo charger, but the misbehavior is unbearable, it has this "ghost touch issue", in which content on the screen gets selected(touched) even if u r not doing it. Well after reebooting, this still continues, now i have asked amazon for a replacement, cause i think the model i have got is defective."
5.0 , 3 June 2016,"No regrets after buying. Just dont see other reveiews cause its best under 15k thought lacks magnetometer but this thing doesnt has much use morever almost all other phones under 15k don't hav it. Just buy it👍👍👍👍👍👌"
5.0 , 31 May 2016,"Awesome phone. Great camera. Fingerprint sensor. A great deal at this price. Only thing I noticed using it for the past 4 days is that it gets heated up..usually bearable heat only.. Otherwise great phone and a sure go."
4.0 , 23 May 2016,"After using of 3 days, i would like to say...I'm a decent mobile user and some time use to play little games.About gaming- i haven't saw any lagging but it heats up after 15 min of play. I suggest u not to play in loudspeaker, it start heating.Camera quality is awesome but panorama and video quality is fine.The moto G4 looks amazing on hand.About OTG it works well, but it never transfer file from internal to usb. Very disappointingBattery life is decent,If you are a real games, and love to play hard games, this phone is really good  but It heats alot.Thank you"
5.0 , 26 May 2016,"Guys phone is superb camara excellent phone heats when we use  it is in charging  battery life excellent works for 2 days and frankly speaking if u want to purchase phone dont look  for the review  u will be lost hopes for buying cell even i had lost hopes for the phone when i read the review but i got the phone i m using phone since 5 days supurb  phone"
4.0 , 27 May 2016,"Trying to Keep It Simple, S ...1. Looks are simple. Not a stunner.2. Usability is okay. Not that great. Lack of ease of use features, as there are no much inbuilt ones within.3. Sleek, light to carry/hold. Not bulky or heavy.4. Basic functionality quality is good. No out of the way creativity, embedded into the device.5. Good perfomant device. Don't expect Stars and Moon.Remember, it is a 'G' (Google) Moto and has to live by it.  Motorola and Lenovo have potential. This is a 'Simple &amp; Performing' mobile at a given cost. If you are looking for 'All that Jazz'  then look for somethin' else  : )"
5.0 , 3 June 2016,"Nice handset luking pretty good only single problem is no inbuilt gallery"
5.0 , 2 June 2016,"I am using this phone and lot of happiness on my face .. thank you Amazon"
4.0 , 27 May 2016,"Dear friends writing this review after 4 days of continues usage.First of all thanks to Amazon who delivered this phone after 2 daysPros-1. Features of phone is really very good at the cost of 15k2. Camera quality and video quality is very good3. Phone doesn't lag while opening bigger games like asphalt 84. One of the unique thing in this phone it has got slow motion video capturing feature same like I phone 65. Battery gets charge 100% within 2 hour from 0%. With full usage of games and camera and music charging of this phone remains for 32 hour.Cons1. It has got heating issue"
1.0 , 14 June 2016,"No doubt, the phone is good. But my first phone had audio jack issues thn i replaced it which came like in a week. Then the phone which i got had charger issues. Finally i hv returned th phone and asked forvth refund"
5.0 , 27 May 2016,"Received yesterday. As of nowPros:There is no lag while juggling between appsGood camera QualityBattery is above average but okayFinger print unlocks within fraction of secondsScreen touch is pretty responsiveThough only one mono speaker it's loud enoughgets OS update very quicklyCons:poor quality headphonesApp icons are too big and no option to make it small so it occupies more space and gets menu list longerback panel is so thin and gives you feel of cheap quality"
4.0 , 11 June 2016,"This is very good product in this range and the features which are provided are gud ,camera and finger print sensor are excellent in this range.but when I connect the ear phone it does not show any sign for that ."
